id,name,city,state,holes,access
496,Dove Valley Ranch,Cave Creek,AZ,18,Public
497,Rancho Manana Golf Club,Cave Creek,AZ,18,Public
498,Sun Lakes Country Club,Chandler,AZ,18,Private
499,Bear Creek Golf Course,Chandler,AZ,36,Public
500,Ironwood Golf Club,Chandler,AZ,18,Public
501,Lone Tree Golf Club,Chandler,AZ,18,Public
502,Ocotillo Golf Resort,Chandler,AZ,54,Public
503,San Marcos Golf Resort,Chandler,AZ,18,Public
504,Springfield Golf Resort,Chandler,AZ,18,Public
505,SunBird Golf Club,Chandler,AZ,18,Public
506,Whirlwind Golf Club,Chandler,AZ,36,Public
507,Concho Valley Country Club,Concho,AZ,18,Public
508,Verde Santa Fe Golf Club,Cornville,AZ,18,Public
509,Santa Rita Golf Club,Corona de Tucson,AZ,18,Public
510,Pine Shadows Golf Course,Cottonwood,AZ,9,Public
511,Prescott Golf & Country Club,Dewey,AZ,18,Public
512,Quail Wood Greens Golf Course,Dewey,AZ,18,Public
513,Douglas Golf and Social Club,Douglas,AZ,18,Municipal
514,Greenlee Country Club,Duncan,AZ,9,Private
515,River Run Golf Course,Eagar,AZ,18,Public
516,Pueblo Golf Course,El Mirage,AZ,18,Public
517,Grande Valley Golf Club,Eloy,AZ,18,Public
518,Robson Ranch Golf Club,Eloy,AZ,18,Public
519,Aspen Valley Golf Club,Flagstaff,AZ,18,Private
520,Flagstaff Ranch Golf Club,Flagstaff,AZ,18,Private
521,Forest Highlands Golf Club,Flagstaff,AZ,36,Private
522,Pine Canyon Club,Flagstaff,AZ,18,
523,Continental Country Club,Flagstaff,AZ,18,Public
524,3 Parks Fairways,Florence,AZ,9,Private
525,Oasis Golf Club,Florence,AZ,18,Public
526,Poston Butte Golf Club,Florence,AZ,18,Public
527,Mountain View Golf Course,Fort Huachuca,AZ,18,Public
528,We Ko Pa Golf Club,Fort McDowell,AZ,36,Public
529,Desert Lakes Golf Course,Fort Mohave,AZ,18,Public
530,Los Lagos Golf Course,Fort Mohave,AZ,18,Public
531,FireRock Country Club,Fountain Hills,AZ,18,Private
532,Desert Canyon Golf Club,Fountain Hills,AZ,18,Public
533,SunRidge Canyon Golf Club,Fountain Hills,AZ,18,Public
534,The Golf Club At Eagle Mountain,Fountain Hills,AZ,18,Public
535,Seville Golf and Country Club,Gilbert,AZ,18,
536,Greenfield Lakes Golf Club,Gilbert,AZ,18,Public
537,Kokopelli Golf Course,Gilbert,AZ,18,Public
538,Trilogy Golf Club At Power Ranch,Gilbert,AZ,18,Public
539,Western Skies Golf Club,Gilbert,AZ,18,Public
540,Arrowhead Country Club,Glendale,AZ,18,
541,Adobe Dam Family Golf Center,Glendale,AZ,9,Public
542,Bellaire Golf Club,Glendale,AZ,18,Public
543,Desert Mirage Golf Course,Glendale,AZ,9,Public
544,Glen Lakes Golf Course,Glendale,AZ,9,Public
545,The 500 Club at Adobe Dam,Glendale,AZ,27,Public
546,The Legend at Arrowhead,Glendale,AZ,18,Public
547,Gold Canyon Golf Resort,Gold Canyon,AZ,36,Public
548,Gold Canyon RV Ranch,Gold Canyon,AZ,18,Public
549,Mountain Brook Golf Club,Gold Canyon,AZ,18,Public
550,Estrella Mountain Golf Course,Goodyear,AZ,18,Municipal
551,Eagles Nest at Pebble Creek,Goodyear,AZ,18,Public
552,Estrella Mountain Ranch Golf Club,Goodyear,AZ,18,Public
553,Palm Valley Golf Club,Goodyear,AZ,36,Public
554,Tuscany Falls At Pebble Creek,Goodyear,AZ,45,Public
555,Country Club of Green Valley,Green Valley,AZ,18,Private
556,Desert Hills Golf Club of Green Valley,Green Valley,AZ,18,Private
557,Canoa Hills Golf Course,Green Valley,AZ,18,Public
558,Canoa Ranch Golf Club,Green Valley,AZ,18,Public
559,Haven Golf Club,Green Valley,AZ,18,Public
560,Quail Creek Country Club,Green Valley,AZ,27,Public
561,San Ignacio Golf Club,Green Valley,AZ,18,Public
562,Torres Blancas Golf Club,Green Valley,AZ,18,Public
563,Hayden Municipal Golf Course,Hayden,AZ,9,Municipal
564,Hidden Cove Golf Course,Holbrook,AZ,9,Municipal
565,Kearny Golf Course,Kearny,AZ,9,Public
566,Cerbat Cliffs Golf Course,Kingman,AZ,18,Municipal
567,Valle Vista Golf Club,Kingman,AZ,18,Public
568,The Refuge Golf Club,Lake Havasu City,AZ,18,
569,Bridgewater Links,Lake Havasu City,AZ,9,Public
570,Havasu Island Golf Course,Lake Havasu City,AZ,18,Public
571,London Bridge Golf Course,Lake Havasu City,AZ,36,Public
572,The Refuge Golf Club,Lake Havasu City,AZ,18,Public
573,Aguila Golf Course,Laveen,AZ,27,Municipal
574,Bougainvillea Golf Club,Laveen,AZ,18,Public
575,Falcon Golf Club,Litchfield Park,AZ,18,Public
576,Wigwam Golf & Country Club,Litchfield Park,AZ,54,Public
577,Palms Golf Course/Oasis Resort,Littlefield,AZ,18,Public
578,The Gallery Golf Club,Marana,AZ,36,
579,Heritage Highlands Golf & Country Club,Marana,AZ,18,Public
580,The Ritz Carlton Golf Club,Marana,AZ,36,Public
581,Southern Dunes Golf Club,Maricopa,AZ,18,Public
582,The Duke At Rancho El Dorado Golf Course,Maricopa,AZ,18,Public
583,Dobson Ranch Municipal Golf Course,Mesa,AZ,18,Municipal
584,Riverview Golf Course,Mesa,AZ,9,Municipal
585,Alta Mesa Country Club,Mesa,AZ,18,Private
586,Fountain of the Sun Country Club,Mesa,AZ,18,Private
587,Leisure World Country Club,Mesa,AZ,36,Private
588,Mesa Country Club,Mesa,AZ,18,Private
589,Red Mountain Ranch Country Club,Mesa,AZ,18,
590,Apache Wells Country Club,Mesa,AZ,18,Public
591,Arizona Golf Resort & Conference Center,Mesa,AZ,18,Public
592,Augusta Ranch Golf Club,Mesa,AZ,18,Public
593,Desert Sands Golf Course,Mesa,AZ,18,Public
594,Dreamland Villa Golf Club,Mesa,AZ,9,Public
595,Fiesta Lakes Golf Club,Mesa,AZ,9,Public
596,Las Sendas Golf Club,Mesa,AZ,18,Public
597,Longbow Golf Club,Mesa,AZ,18,Public
598,Mesa Golf Center,Mesa,AZ,18,Public
599,Painted Mountain Golf Club,Mesa,AZ,18,Public
600,Royal Palms Golf Course,Mesa,AZ,9,Public
601,Sunland Springs Golf Course,Mesa,AZ,27,Public
602,Sunland Village East Golf Course,Mesa,AZ,18,Public
603,Sunland Village Golf Club Inc,Mesa,AZ,18,Public
604,Superstition Springs Golf Club,Mesa,AZ,18,Public
605,Toka Sticks Golf Course,Mesa,AZ,18,Public
606,Viewpoint Golf Resort,Mesa,AZ,27,Public
607,Cobre Valley Country Club,Miami,AZ,9,Public
608,El Rio Golf and Country Club,Mohave Valley,AZ,18,Public
609,Willow Springs Golf Course,Mohave Valley,AZ,9,Public
610,Pinewood Country Club,Munds Park,AZ,18,Private
611,Turquoise Valley Golf/RV Park,Naco,AZ,18,Public
612,Kino Springs Country Club,Nogales,AZ,18,Public
613,Palo Duro Creek Golf Course,Nogales,AZ,18,Public
614,SaddleBrooke Ranch Golf Course,Oracle,AZ,18,Public
615,Pine Meadows Country Club,Overgaard,AZ,9,Public
616,Lake Powell National Golf Course,Page,AZ,18,Municipal
617,Paradise Valley Country Club,Paradise Valley,AZ,18,Private
618,Emerald Canyon Golf Course,Parker,AZ,18,Municipal
619,The Rim Golf Club,Payson,AZ,18,Private
620,Golf Club At Chaparral Pines,Payson,AZ,18,
621,Payson Golf Course,Payson,AZ,18,Public
622,Shadow Mt. Country Club,Pearce,AZ,18,Public
623,Blackstone Country Club,Peoria,AZ,18,Private
624,Quintero Golf & Country Club,Peoria,AZ,18,
625,Country Meadows Golf Club,Peoria,AZ,18,Public
626,Trilogy Golf Club At Vistancia,Peoria,AZ,18,Public
627,Westbrook Village Golf Club,Peoria,AZ,18,Public
628,Westbrook Village/Vista Course,Peoria,AZ,18,Public
629,Cave Creek Municipal Golf Course,Phoenix,AZ,18,Municipal
630,Encanto Golf Course,Phoenix,AZ,18,Municipal
631,Encanto Nine Golf Course,Phoenix,AZ,9,Municipal
632,Maryvale Golf Course,Phoenix,AZ,18,Municipal
633,Palo Verde Golf Course,Phoenix,AZ,9,Municipal
634,Paradise Valley Park Golf Course,Phoenix,AZ,18,Municipal
635,Arizona Country Club,Phoenix,AZ,18,Private
636,Moon Valley Country Club,Phoenix,AZ,36,Private
637,Phoenix Country Club,Phoenix,AZ,18,Private
638,Paradise Peak West,Phoenix,AZ,9,
639,Ahwatukee Country Club,Phoenix,AZ,18,Public
640,Arizona Biltmore Golf & Country Club,Phoenix,AZ,36,Public
641,Arizona Grand Resort,Phoenix,AZ,18,Public
642,Club West Golf Club,Phoenix,AZ,18,Public
643,Wildfire Golf Club,Phoenix,AZ,36,Public
644,Papago Municipal Golf Course,Phoenix,AZ,18,Public
645,Pointe Golf Course on Lookout Mountain,Phoenix,AZ,18,Public
646,Raven Golf Course At South Mountain,Phoenix,AZ,18,Public
647,Stonecreek Golf Club,Phoenix,AZ,18,Public
648,The First Tee of Phoenix,Phoenix,AZ,9,Public
649,The Foothills Golf Club,Phoenix,AZ,18,Public
650,The Lakes at Ahwatukee,Phoenix,AZ,18,Public
651,The Legacy Golf Resort,Phoenix,AZ,18,Public
652,Villa De Paz Golf Course,Phoenix,AZ,18,Public
653,Vistal Golf Club,Phoenix,AZ,18,Public
654,Pinetop Country Club,Pinetop,AZ,18,Private
655,White Mountain Country Club,Pinetop,AZ,18,Private
656,Pinetop Lakes Golf & Country Club,Pinetop,AZ,18,Public
657,StoneRidge Golf Course,Prescott Valley,AZ,18,Public
658,Antelope Hills Golf Courses,Prescott,AZ,36,Municipal
659,Hassayampa Golf Club,Prescott,AZ,18,Private
660,Prescott Lakes Golf Club,Prescott,AZ,18,
661,Talking Rock Golf Club,Prescott,AZ,18,
662,Encanterra Country Club,Queen Creek,AZ,18,
663,Apache Sun Golf Club,Queen Creek,AZ,9,Public
664,Las Colinas Golf Club,Queen Creek,AZ,18,Public
665,The Golf Club At Johnson Ranch,Queen Creek,AZ,18,Public
666,The Links Golf Club At Queen Creek,Queen Creek,AZ,18,Public
667,Queen Valley Golf Course,Queen Valley,AZ,18,Public
668,Beaver Creek Golf Resort,Rimrock,AZ,18,Public
669,Rio Rico Resort & Country Club,Rio Rico,AZ,18,Public
670,Rio Verde Country Club,Rio Verde,AZ,54,Private
671,Tonto Verde Golf Club,Rio Verde,AZ,36,Public
672,Vista Verde Golf Course,Rio Verde,AZ,18,Public
673,Mt Graham Municipal Golf Course,Safford,AZ,18,Municipal
674,Apache Stronghold Golf Club,San Carlos,AZ,18,Public
675,San Manuel Country Club,San Manuel,AZ,9,Public
676,Desert Highlands Golf Club,Scottsdale,AZ,18,Private
677,Mirabel Golf Club,Scottsdale,AZ,18,Private
678,Pinnacle Peak Country Club,Scottsdale,AZ,18,Private
679,The Country Club At DC Ranch,Scottsdale,AZ,18,Private
680,The Desert Mountain Club,Scottsdale,AZ,108,Private
681,The Estancia Club,Scottsdale,AZ,18,Private
682,Troon Golf & Country Club,Scottsdale,AZ,18,Private
683,Whisper Rock Golf Club,Scottsdale,AZ,36,Private
684,Ancala Country Club,Scottsdale,AZ,18,
685,Gainey Ranch Golf Club,Scottsdale,AZ,45,
686,Terravita,Scottsdale,AZ,18,
687,The Golf Club Scottsdale,Scottsdale,AZ,18,
688,The Silverleaf Club,Scottsdale,AZ,18,
689,Camelback Golf Club,Scottsdale,AZ,36,Public
690,Continental Golf Course,Scottsdale,AZ,18,Public
691,Coronado Golf Course,Scottsdale,AZ,9,Public
692,Cypress Golf Course,Scottsdale,AZ,18,Public
693,Grayhawk Golf Club,Scottsdale,AZ,36,Public
694,Kierland Golf Club,Scottsdale,AZ,54,Public
695,Legend Trail Golf Club,Scottsdale,AZ,18,Public
696,McCormick Ranch Golf Club,Scottsdale,AZ,36,Public
697,Mountain Shadows Executive Golf Course,Scottsdale,AZ,18,Public
698,Pavilion Lakes Golf Club,Scottsdale,AZ,18,Public
699,The Phoenician Resort Golf Course,Scottsdale,AZ,54,Public
700,Sanctuary Golf Course At WestWorld,Scottsdale,AZ,18,Public
701,Scottsdale Shadows,Scottsdale,AZ,9,Public
702,Scottsdale Silverado Golf Club,Scottsdale,AZ,18,Public
703,Starfire At Scottsdale Country Club,Scottsdale,AZ,54,Public
704,Talking Stick Golf Club,Scottsdale,AZ,36,Public
705,The Orange Tree Golf Resort,Scottsdale,AZ,18,Public
706,TPC of Scottsdale,Scottsdale,AZ,36,Public
707,Troon North Golf Club,Scottsdale,AZ,36,Public
708,Seven Canyons,Sedona,AZ,18,
709,Canyon Mesa Country Club,Sedona,AZ,9,Public
710,Oakcreek Country Club,Sedona,AZ,18,Public
711,Poco Diablo Resort,Sedona,AZ,9,Public
712,Sedona Golf Resort,Sedona,AZ,18,Public
713,Torreon Golf Club,Show Low,AZ,36,
714,Bison Golf and Country Club,Show Low,AZ,18,Public
715,Juniper Ridge R.V. Resort,Show Low,AZ,9,Public
716,Silver Creek Golf Club,Show Low,AZ,18,Public
717,Pueblo Del Sol Country Club,Sierra Vista,AZ,18,Private
718,Snowflake Municipal Golf Course,Snowflake,AZ,27,Municipal
719,Briarwood Country Club,Sun City West,AZ,18,Private
720,Echo Mesa Golf Course,Sun City West,AZ,18,Private
721,Pebblebrook Golf Course,Sun City West,AZ,18,Private
722,Corte Bella Golf Club,Sun City West,AZ,18,
723,Deer Valley Golf Course,Sun City West,AZ,18,
724,Desert Trails,Sun City West,AZ,18,
725,Grandview Golf Course,Sun City West,AZ,18,
726,Stardust Golf Course,Sun City West,AZ,18,
727,Trail Ridge Golf Course,Sun City West,AZ,18,
728,Hillcrest Golf Course,Sun City West,AZ,18,Public
729,PalmBrook Country Club,Sun City,AZ,18,Private
730,Union Hills Country Club,Sun City,AZ,18,Private
731,Quail Run Golf Course,Sun City,AZ,9,
732,Sun City Lakes West & East,Sun City,AZ,36,
733,Sun City Riverview Golf Course,Sun City,AZ,18,
734,Sun City South Golf Course,Sun City,AZ,18,
735,Sun City Willow Creek/Willow Brook,Sun City,AZ,36,
736,Sun City Country Club,Sun City,AZ,18,Public
737,Sun City North Golf Course,Sun City,AZ,18,Public
738,Cottonwood Country Club,Sun Lakes,AZ,18,Private
739,Palo Verde Country Club,Sun Lakes,AZ,18,Private
740,Oakwood Golf Club,Sun Lakes,AZ,18,Public
741,Arizona Traditions Golf Club,Surprise,AZ,18,Public
742,Cimarron Golf Club,Surprise,AZ,18,Public
743,Coyote Lakes Golf Club,Surprise,AZ,18,Public
744,Desert Springs Golf Course,Surprise,AZ,18,Public
745,Granite Falls Golf Club,Surprise,AZ,36,Public
746,Great Eagle Golf Club,Surprise,AZ,18,Public
747,Sun Village,Surprise,AZ,18,Public
748,Ken McDonald Golf Course,Tempe,AZ,18,Municipal
749,Rolling Hills Golf Course,Tempe,AZ,18,Municipal
750,AllGolf At Rio Salado,Tempe,AZ,9,Public
751,ASU Karsten Golf Course,Tempe,AZ,18,Public
752,Shalimar Golf Club,Tempe,AZ,9,Public
753,Tubac Golf Resort,Tubac,AZ,27,Public
754,Fred Enke Golf Course,Tucson,AZ,18,Municipal
755,Randolph Park Golf Courses,Tucson,AZ,36,Municipal
756,Silverbell Golf Course,Tucson,AZ,18,Municipal
757,Trini Alvarez El Rio Golf Course,Tucson,AZ,18,Municipal
758,Oro Valley Country Club,Tucson,AZ,18,Private
759,Rolling Hills Golf Course,Tucson,AZ,18,Private
760,Sewailo Golf Club,Tucson,AZ,,Public
761,Skyline Country Club,Tucson,AZ,18,Private
762,Sun City Vistoso Golf Course,Tucson,AZ,18,Private
763,Tucson Country Club,Tucson,AZ,18,Private
764,Tucson Estates Golf Course,Tucson,AZ,18,Private
765,General William Blanchard Golf Course,Tucson,AZ,18,
766,La Paloma Country Club,Tucson,AZ,54,
767,Saddlebrooke Golf Course,Tucson,AZ,54,
768,Stone Canyon Club,Tucson,AZ,18,
769,Arizona National Golf Club,Tucson,AZ,18,Public
770,Crooked Tree Golf Course,Tucson,AZ,18,Public
771,Dorado Country Club,Tucson,AZ,18,Public
772,El Conquistador Country Club,Tucson,AZ,36,Public
773,Forty Niner Golf & Country Club,Tucson,AZ,18,Public
774,MountainView Country Club,Tucson,AZ,18,Public
775,Omni Tucson National Golf Resort & Spa,Tucson,AZ,36,Public
776,Pusch Ridge Golf Course,Tucson,AZ,18,Public
777,Quail Canyon Golf Course,Tucson,AZ,18,Public
778,Starr Pass Golf Club,Tucson,AZ,27,Public
779,The Golf Club at Vistoso,Tucson,AZ,18,Public
780,The Lodge At Ventana Canyon,Tucson,AZ,36,Public
781,The Pines Golf Club At Marana,Tucson,AZ,18,Public
782,The Preserve,Tucson,AZ,18,Public
783,Voyager RV Resort and Golf Course,Tucson,AZ,9,Public
784,Del Lago Golf Club,Vail,AZ,18,Public
785,Falcon Dunes Golf Course,Waddell,AZ,18,
786,Butterfield Municipal Golf Course,Wellton,AZ,18,Municipal
787,The Links at Coyote Wash,Wellton,AZ,18,Public
788,Los Caballeros Golf Club,Wickenburg,AZ,18,Public
789,Wickenburg Country Club,Wickenburg,AZ,18,Public
790,Twin Lakes Golf & Country Club,Willcox,AZ,9,Municipal
791,Elephant Rocks at Williams,Williams,AZ,18,Municipal
792,Arroyo Dunes Golf Course,Yuma,AZ,18,Municipal
793,Desert Hills Golf Course,Yuma,AZ,18,Municipal
794,Yuma Golf & Country Club,Yuma,AZ,18,Private
795,Cocopah RV & Golf Resort,Yuma,AZ,18,Public
796,Fortuna Delrey Golf Course,Yuma,AZ,9,Public
797,Ironwood Golf Course,Yuma,AZ,9,Public
798,Las Barrancas Golf Course,Yuma,AZ,18,Public
799,Mesa Del Sol Golf Club,Yuma,AZ,18,Public
800,Forest Lake Golf Course,Acampo,CA,18,Public
801,Lindero Country Club,Agoura Hills,CA,9,Public
802,River Creek Golf Course,Ahwahnee,CA,9,Public
803,Sierra Meadows Country Club,Ahwahnee,CA,18,Public
804,Chuck Corica Golf Complex,Alameda,CA,45,Municipal
805,Round Hill Country Club,Alamo,CA,18,Private
806,Alhambra Golf Course,Alhambra,CA,18,Municipal
807,Aliso Viejo Country Club,Aliso Viejo,CA,18,
808,Altadena Golf Course,Altadena,CA,9,Municipal
809,Arrowhead Golf Course,Alturas,CA,9,Public
810,Chardonnay Golf Club,American Canyon,CA,54,Public
811,Eagle Vines Golf Club,American Canyon,CA,18,Public
812,Anaheim Hills Golf Course,Anaheim,CA,18,Municipal
813,Dad Miller Golf Course,Anaheim,CA,18,Municipal
814,Greenhorn Creek Resort,Angels Camp,CA,18,Public
815,Antelope Green Golf Course,Antelope,CA,18,Public
816,Lone Tree Golf Course,Antioch,CA,18,Municipal
817,The Golf Club at Roddy Ranch,Antioch,CA,18,Public
818,Apple Valley Country Club,Apple Valley,CA,18,Public
819,Ashwood Golf Club,Apple Valley,CA,45,Public
820,Seascape Golf Club,Aptos,CA,18,Public
821,Arbuckle Golf Club,Arbuckle,CA,9,Public
822,Santa Anita Golf Course,Arcadia,CA,18,Municipal
823,Arcadia Golf Course,Arcadia,CA,18,Public
824,Baywood Golf & Country Club,Arcata,CA,18,Private
825,Sequoia Woods Country Club,Arnold,CA,18,
826,Meadowmont Golf Course,Arnold,CA,9,Public
827,Cypress Ridge,Arroyo Grande,CA,18,Public
828,Sycamore Canyon Golf Course,Arvin,CA,18,Public
829,Chalk Mountain Golf Course,Atascadero,CA,18,Municipal
830,Rancho Del Rey Golf Club,Atwater,CA,18,Public
831,Auburn Valley Golf & Country Club,Auburn,CA,18,Public
832,Black Oak Golf Course,Auburn,CA,9,Public
833,DarkHorse Golf Club,Auburn,CA,18,Public
834,Lake of the Pines Country Club,Auburn,CA,18,Public
835,Raspberry Hills Golf Course,Auburn,CA,9,Public
836,The Ridge Golf Course,Auburn,CA,18,Public
837,Catalina Island Golf Course,Avalon,CA,9,Public
838,Avila Beach Golf Resort,Avila Beach,CA,18,Public
839,Azusa Greens Country Club,Azusa,CA,18,Public
840,Kern River Golf Course,Bakersfield,CA,18,Municipal
841,North Kern Golf Course Inc,Bakersfield,CA,18,Municipal
842,Bakersfield Country Club,Bakersfield,CA,18,Private
843,Rio Bravo Country Club,Bakersfield,CA,18,Private
844,Seven Oaks Country Club,Bakersfield,CA,27,Private
845,Stockdale Country Club,Bakersfield,CA,18,Private
846,Sundale Country Club,Bakersfield,CA,18,
847,The Links At Riverlakes Ranch,Bakersfield,CA,18,Public
848,Sun Lakes Country Club Executive,Banning,CA,18,
849,Sun Lakes Country Club,Banning,CA,18,
850,Old River Golf Course,Banta,CA,18,Public
851,Tees and Trees,Barstow,CA,9,Public
852,Coyote Run Golf Course,Beale Afb,CA,18,Public
853,Oak Valley Golf Club,Beaumont,CA,18,Municipal
854,PGA of Southern California Golf Club At Oak Valley,Beaumont,CA,36,Public
855,Ford Park Golf Course,Bell Gardens,CA,9,Municipal
856,Tilden Park Golf Course,Berkeley,CA,18,Municipal
857,Bermuda Dunes Country Club,Bermuda Dunes,CA,36,Private
858,The Bethel Island Golf Club,Bethel Island,CA,18,Public
859,Big Bear Mountain Ski & Golf Resort,Big Bear Lake,CA,9,Public
860,Bishop Country Club,Bishop,CA,18,Public
